time,temperature_2m (°C),relative_humidity_2m (%),precipitation (mm),wind_speed_10m (km/h),cloud_cover (%),surface_pressure (hPa)
2023-02-26T16:00,25.8,79,0,53.8,100,1015.1
2023-02-26T17:00,25.9,77,0,58.5,100,1014.3
2023-02-26T18:00,25.9,78,0,55.5,100,1013.6
2023-02-26T19:00,25.6,81,0,51.9,100,1012.8
2023-02-26T20:00,25.5,83,0,47.7,100,1012.4
2023-02-26T21:00,25.5,83,0,48.2,100,1012.1
2023-02-26T22:00,25.4,85,0,48.7,100,1012.5
2023-02-26T23:00,25.5,84,0,54.1,100,1013.1
2023-02-27T00:00,25.6,83,0,54.6,100,1013.8
2023-02-27T01:00,25.6,83,0,54.3,91,1014.5
2023-02-27T02:00,25.9,82,0,53.9,100,1015.2
2023-02-27T03:00,25.6,84,0,51.3,100,1015.5
2023-02-27T04:00,25.4,86,0,47.5,100,1014.9
2023-02-27T05:00,25.6,84,0,48.1,97,1014
2023-02-27T06:00,25.5,84,0.1,48.4,100,1013.2
2023-02-27T07:00,25.6,84,0.1,47.8,100,1012.2
2023-02-27T08:00,25.6,84,0.1,50.2,100,1011.4
2023-02-27T09:00,25.7,84,0.2,48,100,1011.1
2023-02-27T10:00,25.9,83,0,50.5,100,1011.2
2023-02-27T11:00,26,83,0,51.1,100,1011.6
2023-02-27T12:00,25.8,86,0,44.2,100,1012.4
2023-02-27T13:00,25.9,85,0,44,100,1012.8
2023-02-27T14:00,25.9,85,0,46.2,98,1013.3
2023-02-27T15:00,25.6,86,0,41.4,99,1013.6
2023-02-27T16:00,25.8,85,0.1,44.4,100,1013.9
2023-02-27T17:00,25.9,85,0,41.2,100,1013.4
2023-02-27T18:00,25.8,85,0,45.7,100,1012.5
2023-02-27T19:00,25.6,86,0,45.8,100,1011.8
2023-02-27T20:00,25.6,87,0,46.4,100,1011.3
2023-02-27T21:00,25.5,87,0,44.7,100,1011.3
2023-02-27T22:00,25.5,87,0.1,44.2,100,1011.6
2023-02-27T23:00,25.6,86,0,43.5,100,1011.9
2023-02-28T00:00,25.6,86,0.1,42.6,100,1013
2023-02-28T01:00,25.6,86,0,44.9,100,1013.4
2023-02-28T02:00,25.6,86,0,40.5,100,1013.8
2023-02-28T03:00,25.9,85,0,46.3,100,1014.2
2023-02-28T04:00,26,84,0,45.5,100,1013.7
2023-02-28T05:00,25.7,87,0,42.7,100,1013.1
2023-02-28T06:00,25.5,88,0,40.1,100,1012.2
2023-02-28T07:00,25.5,88,0,42.8,100,1011.4
2023-02-28T08:00,25.5,88,0.1,42,100,1010.9
2023-02-28T09:00,25.9,85,0.1,41.8,100,1010.8
2023-02-28T10:00,26.2,83,0.1,38.2,100,1011.1
2023-02-28T11:00,26.2,84,0.1,41.1,100,1011.5
2023-02-28T12:00,25.6,86,0,37.1,100,1012.5
2023-02-28T13:00,25.8,85,1.3,39.8,100,1013
2023-02-28T14:00,25.6,86,2.2,41.9,100,1013.5
2023-02-28T15:00,25.6,87,1.7,38.1,100,1014.1
2023-02-28T16:00,25.4,89,1.2,38.8,100,1013.7
2023-02-28T17:00,25.9,85,0.2,39,100,1013.4
2023-02-28T18:00,25.6,87,0.1,40.1,100,1012.7
2023-02-28T19:00,25.5,88,0.4,42.3,100,1012.4
2023-02-28T20:00,25.2,90,0.5,42.1,100,1012
2023-02-28T21:00,25.2,89,0.2,41.9,100,1011.8
2023-02-28T22:00,25.3,89,0.1,44.2,100,1011.9
2023-02-28T23:00,25.2,88,0.1,44.3,100,1012.4
2023-03-01T00:00,25.2,86,0.1,39.6,100,1013.5
2023-03-01T01:00,25.6,83,0,44.6,100,1014.1
2023-03-01T02:00,25.6,84,0,42.8,100,1014.8
2023-03-01T03:00,25.6,85,0,40.8,100,1014.7
2023-03-01T04:00,25.7,84,0,42.1,100,1014.2
2023-03-01T05:00,25.8,82,0,45.9,100,1013.5
2023-03-01T06:00,25.8,82,0,44.6,100,1012.9
2023-03-01T07:00,25.6,83,0,40.8,100,1012.1
2023-03-01T08:00,25.9,81,0,40,100,1011.9
2023-03-01T09:00,25.8,81,0,38.2,100,1012.1
2023-03-01T10:00,25.8,82,0,41.2,100,1012.2
2023-03-01T11:00,25.8,82,0,43,100,1012.5
2023-03-01T12:00,25.8,83,0,40.2,100,1013.3
2023-03-01T13:00,25.7,83,0,39.4,100,1014
2023-03-01T14:00,25.9,82,0,39.2,100,1014.5
2023-03-01T15:00,25.8,82,0,38.3,100,1014.5
2023-03-01T16:00,25.9,81,0,37.8,55,1014.5
2023-03-01T17:00,25.8,82,0,37.2,97,1014.1
2023-03-01T18:00,25.8,81,0,35.1,60,1013.5
2023-03-01T19:00,25.5,85,0,34.9,100,1012.9
2023-03-01T20:00,25.6,82,0,34,100,1012.7
2023-03-01T21:00,25.6,84,0,36.5,80,1012.3
2023-03-01T22:00,25.5,84,0,36.3,100,1012.4
2023-03-01T23:00,25.5,84,0,44.5,100,1012.8
2023-03-02T00:00,26.1,81,0,42.3,100,1013.2
2023-03-02T01:00,26,82,0,41.3,100,1013.7
2023-03-02T02:00,25.9,83,0,44.8,100,1014.1
2023-03-02T03:00,25.9,83,0,42.9,100,1013.9
2023-03-02T04:00,25.9,83,0,42.1,100,1013.8
2023-03-02T05:00,25.9,84,0,43.6,99,1013.1
2023-03-02T06:00,25.9,83,0,42.1,73,1012.5
2023-03-02T07:00,25.8,84,0,44.6,28,1011.5
2023-03-02T08:00,25.7,84,0,42.8,31,1010.9
2023-03-02T09:00,25.8,83,0,46.1,62,1010.8
2023-03-02T10:00,25.7,84,0.1,44.3,29,1011
2023-03-02T11:00,25.8,84,0,44.2,93,1011.5
2023-03-02T12:00,25.8,82,0.1,44.1,26,1012.5
2023-03-02T13:00,25.7,84,0.2,46.6,76,1013.3
2023-03-02T14:00,25.8,83,0,46.8,99,1013.9
2023-03-02T15:00,25.8,82,0,48.1,100,1014.2
2023-03-02T16:00,25.6,83,0,46.1,100,1013.9
2023-03-02T17:00,25.5,82,0,48.9,100,1013.3
2023-03-02T18:00,25.6,80,0,49.9,100,1012.9
2023-03-02T19:00,25.7,80,0,48.9,100,1013
2023-03-02T20:00,25.5,83,0,44.1,100,1012.8
2023-03-02T21:00,25.5,82,0,42.5,100,1012.3
2023-03-02T22:00,25.5,83,0,45.5,100,1012.2
2023-03-02T23:00,25.3,85,0,42.5,100,1012.9
2023-03-03T00:00,25.7,84,0,34.4,100,1014.1
2023-03-03T01:00,25.6,85,0,34.9,100,1015
2023-03-03T02:00,25.8,83,0,36,100,1015.5
2023-03-03T03:00,25.7,83,0,38.4,100,1015.5
2023-03-03T04:00,25.8,82,0,38.4,100,1015.4
2023-03-03T05:00,25.8,81,0,42.8,100,1015
2023-03-03T06:00,25.8,82,0,43.2,100,1013.5
2023-03-03T07:00,25.8,82,0,43,100,1012.8
2023-03-03T08:00,25.6,82,0,43,100,1012.1
2023-03-03T09:00,25.7,81,0,43.7,100,1012.2
2023-03-03T10:00,25.7,81,0,44.8,100,1012.6
2023-03-03T11:00,25.8,81,0,46.4,100,1012.8
2023-03-03T12:00,25.9,81,0,43.6,100,1013.6
2023-03-03T13:00,25.7,83,0,41.4,100,1014.9
2023-03-03T14:00,25.6,83,0,40.7,100,1015.9
2023-03-03T15:00,25.7,82,0,38.7,100,1015.9
2023-03-03T16:00,25.8,81,0,43.9,100,1015.5
2023-03-03T17:00,25.6,81,0,47.4,100,1015.3
2023-03-03T18:00,25.7,80,0,45.3,100,1014.6
2023-03-03T19:00,25.5,80,0,45.6,100,1013.7
2023-03-03T20:00,25.6,80,0,44.1,100,1013.3
2023-03-03T21:00,25.4,81,0,43.3,100,1013.4
2023-03-03T22:00,25.2,81,0.4,42.6,100,1014.4
2023-03-03T23:00,25.2,82,0.3,44.3,100,1014.6
2023-03-04T00:00,25.4,78,0.2,41,100,1015.3
2023-03-04T01:00,25.4,82,0,34.9,100,1016.6
2023-03-04T02:00,25.8,80,0,35.1,100,1017.2
2023-03-04T03:00,25.8,81,0,34.9,100,1017.6
2023-03-04T04:00,25.8,81,0,38.3,100,1017
2023-03-04T05:00,25.6,82,0,38.2,100,1016
2023-03-04T06:00,25.6,82,0,39.5,100,1014.9
2023-03-04T07:00,25.6,82,0,42.1,100,1013.8
2023-03-04T08:00,25.6,82,0,43.2,100,1013.5
2023-03-04T09:00,25.5,83,0,41.9,100,1013.2
2023-03-04T10:00,25.5,83,0,40.7,100,1013.3
2023-03-04T11:00,25.5,84,0,40.8,100,1013.9
2023-03-04T12:00,25.4,83,0,41.9,100,1014.4
2023-03-04T13:00,25.4,84,0,40.8,100,1014.8
2023-03-04T14:00,25.5,82,0,43.5,100,1015.4
2023-03-04T15:00,25.3,84,0,41.8,100,1015.4
2023-03-04T16:00,25.3,82,0,42.5,100,1015.2
2023-03-04T17:00,25.2,83,0,42.6,100,1014.4
2023-03-04T18:00,25.2,82,0,42.1,100,1013.9
2023-03-04T19:00,25,83,0,41.3,100,1013.4
2023-03-04T20:00,25.1,82,0,41.1,100,1013.1
2023-03-04T21:00,25.1,81,0,41.8,100,1013
2023-03-04T22:00,25.1,80,0,39,100,1013.6
2023-03-04T23:00,25.1,81,0.1,38,100,1014.3
2023-03-05T00:00,25.4,77,0.1,38.7,100,1014.7
2023-03-05T01:00,25.4,76,0,38.2,100,1015.3
2023-03-05T02:00,25.5,75,0,38.4,100,1016
2023-03-05T03:00,25.6,76,0,40.1,100,1016.4
2023-03-05T04:00,25.5,77,0,39,100,1015.9
2023-03-05T05:00,25.5,77,0,37.8,100,1015.2
2023-03-05T06:00,25.3,78,0,38.1,100,1014.4
2023-03-05T07:00,25.3,79,0,37.3,100,1013.1
2023-03-05T08:00,25.3,78,0,37.4,100,1012.7
2023-03-05T09:00,25.2,79,0,39,100,1012.5
2023-03-05T10:00,25.4,79,0,41.4,99,1012.6
2023-03-05T11:00,25.4,79,0,43.5,99,1012.8
2023-03-05T12:00,25.4,80,0,38.6,83,1013.9
2023-03-05T13:00,25.5,79,0,38.7,67,1014.6
2023-03-05T14:00,25.5,78,0,38.3,52,1015.3
2023-03-05T15:00,25.5,79,0,39.8,29,1015.3
2023-03-05T16:00,25.4,80,0,38.6,91,1015.1
2023-03-05T17:00,25.2,81,0,34.9,100,1014.8
2023-03-05T18:00,25.2,80,0,36.5,100,1013.9
2023-03-05T19:00,25.1,80,0,38,92,1013.2
2023-03-05T20:00,25.2,80,0,36.7,92,1012.7
2023-03-05T21:00,25.4,79,0,36.7,96,1012.6
2023-03-05T22:00,25.2,80,0,35.7,100,1012.8
2023-03-05T23:00,25.3,80,0,37.2,100,1013.3
2023-03-06T00:00,25.5,79,0,35.2,100,1014.2
2023-03-06T01:00,25.4,79,0,39.2,100,1014.7
2023-03-06T02:00,25.5,80,0.1,38,81,1015.2
2023-03-06T03:00,25.5,79,0,37.6,100,1015.3
2023-03-06T04:00,25.4,78,0,38.6,100,1014.8
2023-03-06T05:00,25.3,79,0,39.3,100,1013.8
2023-03-06T06:00,25.2,78,0,41.4,100,1013.2
2023-03-06T07:00,25.1,79,0,38.2,100,1012.5
2023-03-06T08:00,25.2,79,0,41.1,100,1011.6
2023-03-06T09:00,25.1,79,0,38.3,100,1011.3
2023-03-06T10:00,25.3,78,0,39.5,100,1011.5
2023-03-06T11:00,25.4,78,0,38.6,100,1011.9
2023-03-06T12:00,25.7,77,0,33.8,100,1012.8
2023-03-06T13:00,25.6,78,0,35.1,100,1013.5
2023-03-06T14:00,25.6,78,0,35.2,100,1013.9
2023-03-06T15:00,25.6,78,0,34.7,100,1014.6
2023-03-06T16:00,25.5,78,0,34.4,100,1014.7
2023-03-06T17:00,25.4,80,0,33.4,100,1014.2
2023-03-06T18:00,25.5,79,0,31.9,100,1013.2
2023-03-06T19:00,25.5,79,0,33.1,100,1012.3
2023-03-06T20:00,25.4,81,0,33.2,100,1012.1
2023-03-06T21:00,25.2,81,0,32.6,100,1011.9
2023-03-06T22:00,25.2,82,0,30,100,1012.3
2023-03-06T23:00,25.5,81,0,31.9,100,1013.3
2023-03-07T00:00,25.6,81,0,30.3,96,1013.8
2023-03-07T01:00,25.7,80,0,31.1,100,1014.3
2023-03-07T02:00,25.7,80,0,32.3,67,1014.8
2023-03-07T03:00,25.6,80,0,31.6,91,1014.8
2023-03-07T04:00,25.7,81,0,28.9,100,1014.6
2023-03-07T05:00,25.6,81,0,30,71,1014.1
2023-03-07T06:00,25.6,81,0,32.6,100,1013.2
2023-03-07T07:00,25.6,81,0,32.6,100,1012.4
2023-03-07T08:00,25.5,82,0,33.4,100,1011.5
2023-03-07T09:00,25.5,83,0,35.4,100,1011
2023-03-07T10:00,25.5,83,0,37.4,100,1011.1
2023-03-07T11:00,25.6,82,0,35.9,100,1011.6
2023-03-07T12:00,25.6,84,0,28.2,100,1012.8
2023-03-07T13:00,25.6,84,0,26.1,100,1013.4
2023-03-07T14:00,25.5,85,0,25.2,86,1014.2
2023-03-07T15:00,25.5,85,0,28.9,86,1014.4
2023-03-07T16:00,25.5,85,0,28,100,1014.7
2023-03-07T17:00,25.4,86,0,30.3,100,1014.1
2023-03-07T18:00,25.3,86,0,30.3,100,1013
2023-03-07T19:00,25.2,86,0,30.1,100,1012.4
2023-03-07T20:00,25.2,87,0,28.5,92,1012.3
2023-03-07T21:00,25.1,87,0,30.3,81,1012.2
2023-03-07T22:00,25.1,86,0,32.1,57,1012.2
2023-03-07T23:00,25.1,87,0,31.6,61,1012.9
2023-03-08T00:00,25.4,85,0,30,92,1013.9
2023-03-08T01:00,25.4,85,0,30.6,70,1014.6
2023-03-08T02:00,25.4,85,0,30.3,63,1015.1
2023-03-08T03:00,25.4,85,0,29.7,85,1015.2
2023-03-08T04:00,25.4,86,0,28,81,1014.5
2023-03-08T05:00,25.5,85,0,29,80,1013.7
2023-03-08T06:00,25.5,85,0,30.1,11,1013.1
2023-03-08T07:00,25.6,85,0,31.9,67,1012.3
2023-03-08T08:00,25.5,85,0,32.1,11,1011.3
2023-03-08T09:00,25.5,86,0,32.4,9,1010.7
2023-03-08T10:00,25.6,85,0,32.8,4,1010.6
2023-03-08T11:00,25.6,85,0,32.6,5,1011
2023-03-08T12:00,25.5,87,0,28.6,16,1012.5
2023-03-08T13:00,25.4,87,0,28.8,9,1013.3
2023-03-08T14:00,25.1,89,0.1,30.8,12,1013.9
2023-03-08T15:00,25.1,89,0.1,31.4,11,1014
2023-03-08T16:00,25.1,88,0,30.9,17,1013.9
2023-03-08T17:00,25.1,88,0,31,18,1013.3
2023-03-08T18:00,25.1,88,0,30,16,1012.5
2023-03-08T19:00,25,89,0,30.5,12,1011.8
2023-03-08T20:00,25.1,87,0,29.2,9,1011.4
2023-03-08T21:00,25.1,87,0,30.4,9,1011.2
2023-03-08T22:00,25,87,0,30.6,11,1011.3
2023-03-08T23:00,25,87,0,30.4,12,1012
2023-03-09T00:00,25.1,88,0,29.6,22,1012.6
2023-03-09T01:00,25.4,87,0,32.8,10,1013.2
2023-03-09T02:00,25.3,87,0,33.9,16,1013.2
2023-03-09T03:00,25.4,87,0,34.3,16,1013.5
2023-03-09T04:00,25.4,86,0,33.7,30,1013
2023-03-09T05:00,25.4,86,0.1,31.3,23,1012.7
2023-03-09T06:00,25.4,84,0.2,32.1,38,1011.8
2023-03-09T07:00,25.4,84,0.1,31.5,49,1010.9
2023-03-09T08:00,25.4,84,0,29.5,38,1010.3
2023-03-09T09:00,25.5,84,0,31.6,10,1009.9
2023-03-09T10:00,25.5,83,0,33.4,18,1010.2
2023-03-09T11:00,25.3,85,0.1,33.7,28,1010.7
2023-03-09T12:00,25.2,85,0,32.3,20,1011.6
2023-03-09T13:00,25.3,84,0,32.6,43,1012.2
2023-03-09T14:00,25.2,85,0,33.3,36,1012.9
2023-03-09T15:00,25.2,85,0,32.6,27,1013.2
2023-03-09T16:00,25.3,84,0,30.8,17,1013.2
2023-03-09T17:00,25.4,83,0,31.1,17,1012.7
2023-03-09T18:00,25.4,83,0,31.6,11,1011.8
2023-03-09T19:00,25.4,83,0,31.4,86,1011.3
2023-03-09T20:00,25.4,82,0,33.2,100,1010.9
2023-03-09T21:00,25.2,83,0,35.3,92,1010.8
2023-03-09T22:00,25.2,83,0,33.1,75,1010.9
2023-03-09T23:00,25.2,83,0,32.1,68,1011.4
2023-03-10T00:00,25.4,83,0,33.1,80,1012.1
2023-03-10T01:00,25.6,82,0,34.4,85,1013.1
2023-03-10T02:00,25.5,83,0,34.6,84,1013.5
2023-03-10T03:00,25.5,83,0,34.1,80,1013.4
2023-03-10T04:00,25.5,83,0,33.1,76,1012.9
2023-03-10T05:00,25.5,82,0,32.7,58,1012.4
2023-03-10T06:00,25.5,82,0,31.7,57,1011.6
2023-03-10T07:00,25.5,81,0,33.6,68,1010.4
2023-03-10T08:00,25.5,81,0,32.8,85,1009.7
2023-03-10T09:00,25.6,79,0,30.8,88,1009.3
2023-03-10T10:00,25.9,78,0,31.3,21,1009.5
2023-03-10T11:00,25.5,81,0,33.9,42,1010.1
2023-03-10T12:00,25.7,77,0,28,0,1010.8
2023-03-10T13:00,25.9,76,0,27.5,2,1011.3
2023-03-10T14:00,25.5,81,0,31.1,7,1011.9
2023-03-10T15:00,25.6,79,0,27.8,0,1012.4
2023-03-10T16:00,25.7,78,0,26.5,2,1012.7
2023-03-10T17:00,25.5,80,0,28.5,12,1012.5
2023-03-10T18:00,25.5,80,0,28.2,12,1012
2023-03-10T19:00,25.3,82,0,26.3,1,1011.7
2023-03-10T20:00,25.4,81,0,24,21,1011.4
2023-03-10T21:00,25.4,81,0,25.2,5,1011.1
2023-03-10T22:00,25.5,81,0,26.7,79,1011.2
2023-03-10T23:00,25.5,80,0,26.5,88,1011.6
2023-03-11T00:00,25.5,82,0,23.6,83,1012.4
2023-03-11T01:00,25.5,82,0,23,82,1013.2
2023-03-11T02:00,25.6,81,0,22.6,84,1013.6
2023-03-11T03:00,25.9,80,0,25,31,1013.8
2023-03-11T04:00,25.7,81,0,23.9,0,1013.5
2023-03-11T05:00,25.8,80,0,22.7,73,1012.7
2023-03-11T06:00,25.8,80,0,23,62,1012
2023-03-11T07:00,25.9,79,0,23.7,60,1011.1
2023-03-11T08:00,26,79,0,24,8,1010.5
2023-03-11T09:00,26,78,0,24.2,34,1010.4
2023-03-11T10:00,26.1,77,0,25,40,1010.6
2023-03-11T11:00,26,77,0,26.2,100,1011.2
2023-03-11T12:00,25.8,84,0,20.9,96,1012.2
2023-03-11T13:00,25.8,83,0,22.9,14,1012.9
2023-03-11T14:00,25.7,82,0,24.4,0,1013.4
2023-03-11T15:00,25.6,83,0,24.5,7,1013.7
2023-03-11T16:00,25.6,82,0,24.8,3,1013.7
2023-03-11T17:00,25.5,83,0,25.1,1,1013.2
2023-03-11T18:00,25.4,82,0,24.9,3,1012.3
2023-03-11T19:00,25.2,83,0,24.7,6,1011.6
2023-03-11T20:00,25.2,82,0,26.6,18,1011.2
2023-03-11T21:00,25.1,83,0,26.1,16,1011.1
2023-03-11T22:00,25.1,82,0,26.4,15,1011.1
2023-03-11T23:00,25.2,80,0,28.5,36,1011.4
2023-03-12T00:00,25.6,78,0,22.9,37,1012.5
2023-03-12T01:00,25.5,78,0,23.5,26,1013.2
2023-03-12T02:00,25.5,79,0,24.1,38,1013.5
2023-03-12T03:00,25.4,79,0,23.3,84,1013.7
2023-03-12T04:00,25.5,79,0,22.3,44,1013.4
2023-03-12T05:00,25.5,79,0,21.8,78,1012.8
2023-03-12T06:00,25.6,78,0,21.6,95,1012.2
2023-03-12T07:00,25.8,77,0,22.5,27,1011.4
2023-03-12T08:00,25.8,77,0,24.2,23,1010.6
2023-03-12T09:00,25.7,77,0,25.5,3,1010.2
2023-03-12T10:00,25.8,77,0,27.2,12,1010.1
2023-03-12T11:00,25.8,76,0,28,6,1010.3
2023-03-12T12:00,26,75,0,25,15,1011.7
2023-03-12T13:00,25.9,76,0,25.5,2,1012.4
2023-03-12T14:00,25.9,76,0,25.2,8,1012.9
2023-03-12T15:00,25.9,76,0,25,8,1013.4
2023-03-12T16:00,25.8,76,0,25.2,2,1013.6
2023-03-12T17:00,25.7,77,0,26,6,1013.2
2023-03-12T18:00,25.6,77,0,26.5,24,1012.5
2023-03-12T19:00,25.1,82,0,27,29,1011.9
2023-03-12T20:00,25.2,81,0,26.5,22,1011.6
2023-03-12T21:00,25.1,82,0,27.5,15,1011.5
2023-03-12T22:00,25.1,81,0,30.3,28,1011.5
2023-03-12T23:00,25,82,0,31.6,44,1011.8
2023-03-13T00:00,24.5,88,0,33.2,31,1012.8
2023-03-13T01:00,24.9,84,0,31.8,20,1013.1
2023-03-13T02:00,25.1,83,0,34.5,17,1013.3
2023-03-13T03:00,25.2,82,0.1,36,20,1013.3
2023-03-13T04:00,25.1,82,0.1,37.5,27,1013
2023-03-13T05:00,25.4,81,0,37,15,1012.3
2023-03-13T06:00,25.5,80,0,36,18,1011.3
2023-03-13T07:00,25.5,79,0,36,69,1010.3
2023-03-13T08:00,25.5,79,0,35.4,99,1009.6
2023-03-13T09:00,25.5,79,0,36.2,90,1009.3
2023-03-13T10:00,25.5,80,0,35.9,21,1009.3
2023-03-13T11:00,25.6,80,0,35.7,17,1009.7
2023-03-13T12:00,25.5,81,0,32.8,21,1010.8
2023-03-13T13:00,25.4,81,0,34.4,16,1011.4
2023-03-13T14:00,25.4,80,0,33.7,9,1011.9
2023-03-13T15:00,25.3,80,0,37.8,25,1012.2
2023-03-13T16:00,25.3,80,0,38.1,7,1012.3
2023-03-13T17:00,25.4,78,0,38.3,6,1011.9
2023-03-13T18:00,25.3,78,0,37.6,12,1011.2
2023-03-13T19:00,25.4,78,0,34.2,11,1010.7
2023-03-13T20:00,25.5,76,0,33.7,96,1010.4
2023-03-13T21:00,25.6,75,0,33.5,100,1010.2
2023-03-13T22:00,25.5,75,0,35.2,100,1010.3
2023-03-13T23:00,25.4,76,0,36.5,100,1010.5
2023-03-14T00:00,25.1,80,0,33.6,99,1011.4
2023-03-14T01:00,25.2,80,0,33.3,84,1012
2023-03-14T02:00,25.2,80,0,32.1,50,1012.4
2023-03-14T03:00,25.2,79,0,32.6,49,1012.4
2023-03-14T04:00,25.4,78,0,30.8,22,1011.9
2023-03-14T05:00,25.5,76,0,29.8,81,1010.8
2023-03-14T06:00,25.5,75,0,29.6,96,1009.9
2023-03-14T07:00,25.4,76,0,28.3,86,1009.2
2023-03-14T08:00,25.5,76,0,27.2,13,1008.7
2023-03-14T09:00,26,73,0,27.2,23,1008.5
2023-03-14T10:00,25.7,78,0,28.5,0,1008.6
2023-03-14T11:00,25.9,75,0,28.2,0,1008.9
2023-03-14T12:00,26.1,76,0,27.7,3,1009.6
2023-03-14T13:00,25.9,79,0,30,16,1010.3
2023-03-14T14:00,25.7,82,0,28.2,57,1011
2023-03-14T15:00,25.8,80,0,27.3,76,1011.3
2023-03-14T16:00,25.8,81,0,27.2,89,1011.6
2023-03-14T17:00,25.7,81,0,25.4,88,1011.3
2023-03-14T18:00,25.7,81,0,24.3,93,1010.6
2023-03-14T19:00,25.6,81,0,25.8,87,1010
2023-03-14T20:00,25.5,81,0,27.9,78,1009.7
2023-03-14T21:00,25.1,84,0.1,27.5,72,1009.7
2023-03-14T22:00,24.9,86,0.1,28,14,1009.8
2023-03-14T23:00,25.1,85,0.2,26.2,26,1010.4
2023-03-15T00:00,25.5,82,0,25.4,18,1011.5
2023-03-15T01:00,25.6,82,0,26.7,26,1011.9
2023-03-15T02:00,25.7,82,0,26.1,31,1012.4
2023-03-15T03:00,25.8,81,0,26,42,1012.6
2023-03-15T04:00,25.4,85,0,27.3,59,1011.9
2023-03-15T05:00,25.1,87,0.1,23.5,12,1011.4
2023-03-15T06:00,25.4,85,0,23.9,19,1011
2023-03-15T07:00,24.9,85,0.3,25.5,88,1010.4
2023-03-15T08:00,25.3,82,0.5,24.5,66,1010
2023-03-15T09:00,25.5,83,0.1,25.2,38,1009.7
2023-03-15T10:00,25.6,83,0.2,26.2,23,1009.8
2023-03-15T11:00,25.6,83,0,26.7,10,1010.3
2023-03-15T12:00,25.7,81,0,23.4,11,1011.5
2023-03-15T13:00,25.6,82,0,24.7,18,1012
2023-03-15T14:00,25.6,82,0,25.7,19,1012.6
2023-03-15T15:00,25.6,83,0,26.5,19,1013
2023-03-15T16:00,25.5,84,0,26.6,25,1013
2023-03-15T17:00,25.4,86,0,25.8,16,1012.7
2023-03-15T18:00,25.2,87,0,25.4,9,1011.8
2023-03-15T19:00,25.1,87,0,25.5,13,1011.2
2023-03-15T20:00,25.1,87,0,24,86,1010.9
2023-03-15T21:00,25.1,87,0,23.1,91,1010.9
2023-03-15T22:00,25.2,87,0,24.1,80,1010.9
2023-03-15T23:00,25.4,86,0,24.5,85,1011.5
2023-03-16T00:00,25.7,85,0,25.7,85,1012.5
2023-03-16T01:00,25.8,85,0,28.1,74,1012.8
2023-03-16T02:00,25.7,86,0,29.7,65,1013.4
2023-03-16T03:00,25.7,87,0,29.2,5,1013.4
2023-03-16T04:00,25.6,87,0,27.2,11,1012.9
2023-03-16T05:00,25.8,87,0,27.3,9,1012.3
2023-03-16T06:00,25.9,86,0,28.1,100,1011.7
2023-03-16T07:00,25.9,85,0,27.4,90,1011.1
2023-03-16T08:00,26,84,0,26,97,1010.5
2023-03-16T09:00,25.9,85,0,26,29,1010.2
2023-03-16T10:00,25.9,84,0,27.6,50,1010.1
2023-03-16T11:00,26,84,0,27.7,60,1010.5
2023-03-16T12:00,25.9,84,0,25.3,77,1011.9
2023-03-16T13:00,25.8,85,0,26.3,9,1012.7
2023-03-16T14:00,25.8,84,0,27.6,11,1013.3
2023-03-16T15:00,25.6,86,0,26.8,27,1013.3
2023-03-16T16:00,25.6,86,0,26.3,80,1013.4
2023-03-16T17:00,25.5,88,0,25.1,99,1013
2023-03-16T18:00,25.5,87,0,24.9,99,1012
2023-03-16T19:00,25.5,87,0,27.1,98,1011.2
2023-03-16T20:00,25.4,87,0,27.8,99,1010.8
2023-03-16T21:00,25.5,87,0,27,100,1010.8
2023-03-16T22:00,25.5,87,0,26.5,100,1011.3
2023-03-16T23:00,25.5,87,0,27.4,39,1011.8
2023-03-17T00:00,25.9,87,0,26.8,20,1012.2
2023-03-17T01:00,25.9,85,0,28.7,10,1012.7
2023-03-17T02:00,26,85,0,27.8,100,1013.2
2023-03-17T03:00,26,85,0,26.1,100,1013.1
2023-03-17T04:00,26,86,0,26.7,71,1012.6
2023-03-17T05:00,26,85,0,25.8,100,1011.9
2023-03-17T06:00,26,86,0,25.3,100,1010.9
2023-03-17T07:00,26,86,0.1,25.1,35,1010.2
2023-03-17T08:00,26.1,86,0,25,51,1009.6
2023-03-17T09:00,26.2,85,0,24.9,59,1009
2023-03-17T10:00,26.2,85,0,24.5,87,1009
2023-03-17T11:00,26.2,86,0,24.9,41,1009.3
2023-03-17T12:00,26,90,0,17.5,15,1010.4
2023-03-17T13:00,26,91,0,19.8,29,1010.8
2023-03-17T14:00,25.9,90,0,20.4,24,1011.8
2023-03-17T15:00,25.9,89,0.1,25.2,20,1012.1
2023-03-17T16:00,26,87,0,25.7,31,1012.2
2023-03-17T17:00,26,86,0,23.7,94,1011.8
2023-03-17T18:00,25.9,87,0,21,87,1011.2
2023-03-17T19:00,25.7,88,0,22.4,92,1010.5
2023-03-17T20:00,25.5,90,0,23.2,96,1010.2
2023-03-17T21:00,25.5,90,0,22.3,96,1010
2023-03-17T22:00,25.6,89,0,22.3,98,1010.1
2023-03-17T23:00,25.6,89,0,23.9,99,1010.5
2023-03-18T00:00,25.9,88,0,18.3,100,1011
2023-03-18T01:00,26,87,0,18.3,91,1011.9
2023-03-18T02:00,26.2,87,0,20.5,63,1012.6
2023-03-18T03:00,26.1,88,0,20.2,11,1012.4
