time,temperature_2m (°C),relative_humidity_2m (%),precipitation (mm),wind_speed_10m (km/h),cloud_cover (%),surface_pressure (hPa)
2023-01-01T00:00,25.5,82,0.1,25.7,100,1013.7
2023-01-01T01:00,25.5,82,0,28.3,98,1014.4
2023-01-01T02:00,25.5,82,0,31.9,100,1014.3
2023-01-01T03:00,25.5,81,0,30.8,70,1014.5
2023-01-01T04:00,25.7,79,0,36,98,1013.8
2023-01-01T05:00,25.5,81,0,36.9,100,1012.8
2023-01-01T06:00,25.5,81,0,40.9,100,1011.5
2023-01-01T07:00,25.4,82,0,36.8,100,1010.4
2023-01-01T08:00,25.5,82,0,39.5,100,1009.8
2023-01-01T09:00,25.6,83,0,37.2,100,1010
2023-01-01T10:00,25.5,84,0,35.8,100,1010.3
2023-01-01T11:00,25.8,81,0,37,100,1010.9
2023-01-01T12:00,25.7,82,0,33,100,1012.1
2023-01-01T13:00,25.5,84,0.1,31.4,100,1013
2023-01-01T14:00,25.6,82,0.3,34.9,100,1013.6
2023-01-01T15:00,25.6,84,0.1,32.2,100,1013.8
2023-01-01T16:00,25.6,85,0,29.3,100,1013.6
2023-01-01T17:00,25.4,85,0.1,31.7,100,1013.3
2023-01-01T18:00,25.6,83,0,32.4,100,1012.5
2023-01-01T19:00,25.3,86,0.1,29,99,1011.7
2023-01-01T20:00,25.1,87,0.2,26.3,100,1011.4
2023-01-01T21:00,25.4,85,0.2,25.5,100,1011.4
2023-01-01T22:00,25.5,83,0.1,26.8,100,1011.9
2023-01-01T23:00,25.4,83,0.6,27.8,100,1012.6
2023-01-02T00:00,25,84,0.1,21.3,98,1013.9
2023-01-02T01:00,25.2,83,0,25.4,99,1014.1
2023-01-02T02:00,25.5,84,0,27.9,100,1014.7
2023-01-02T03:00,25.4,87,0,26,100,1014.7
2023-01-02T04:00,25.5,85,0,28.5,100,1013.7
2023-01-02T05:00,25.6,86,0,29.6,86,1013
2023-01-02T06:00,25.4,87,0,29.9,100,1012.3
2023-01-02T07:00,25.5,87,0,29,100,1011.6
2023-01-02T08:00,25.4,88,0,31.4,100,1010.9
2023-01-02T09:00,25.5,87,0,33.7,100,1010.8
2023-01-02T10:00,25.5,87,0,35.3,100,1011.1
2023-01-02T11:00,25.8,86,0,38.8,100,1011.8
2023-01-02T12:00,25.8,86,0,29.7,100,1012.1
2023-01-02T13:00,25.8,87,0,27.4,100,1012.6
2023-01-02T14:00,25.7,88,0,30.8,100,1013.4
2023-01-02T15:00,25.7,87,0,29.8,100,1013.6
2023-01-02T16:00,25.8,86,0,31.8,100,1013.4
2023-01-02T17:00,25.8,86,0,35.5,100,1013.4
2023-01-02T18:00,25.6,88,0,34.7,100,1012.6
2023-01-02T19:00,25.5,88,0,33.4,99,1012.2
2023-01-02T20:00,25.5,88,0,32.2,100,1011.6
2023-01-02T21:00,25.5,88,0,27.5,98,1011.3
2023-01-02T22:00,25.5,87,0.2,34.6,100,1011.6
2023-01-02T23:00,25.5,87,0.2,34,100,1012.1
2023-01-03T00:00,25.6,87,0.3,30.5,100,1012.4
2023-01-03T01:00,26,86,0,28,100,1013.5
2023-01-03T02:00,26.2,83,0,31.1,100,1013.8
2023-01-03T03:00,26,85,0.1,34.5,100,1013.7
2023-01-03T04:00,25.9,84,1,35.8,100,1013.3
2023-01-03T05:00,25.5,84,0.7,38.5,100,1012.8
2023-01-03T06:00,26,83,0.7,35.2,100,1012.1
2023-01-03T07:00,25.8,84,0.3,33.5,100,1010.9
2023-01-03T08:00,25.9,83,0.8,33.7,100,1010.3
2023-01-03T09:00,25.6,87,0,32.5,100,1009.7
2023-01-03T10:00,25.6,86,0,34.7,100,1010.4
2023-01-03T11:00,25.5,87,0,32.3,100,1011
2023-01-03T12:00,26,86,0,29.9,100,1011.3
2023-01-03T13:00,26.2,83,0.2,35.6,100,1012.4
2023-01-03T14:00,25.8,83,0.3,38.4,100,1013.5
2023-01-03T15:00,26.2,83,0,33.4,100,1013.2
2023-01-03T16:00,26,86,0,31.3,100,1012.7
2023-01-03T17:00,25.9,86,0,29.5,100,1012.7
2023-01-03T18:00,25.8,87,0,34.6,100,1012
2023-01-03T19:00,25.6,88,0,36.2,100,1011.3
2023-01-03T20:00,25.5,87,0,36.4,100,1010.7
2023-01-03T21:00,25.5,88,0,36.7,100,1010.5
2023-01-03T22:00,25.5,86,0,39.1,100,1010.7
2023-01-03T23:00,25.6,86,0.2,35.1,100,1011
2023-01-04T00:00,25.8,84,0.2,36.6,100,1011.7
2023-01-04T01:00,25.8,85,0,39.3,100,1012.5
2023-01-04T02:00,25.8,85,0,39.5,100,1012.5
2023-01-04T03:00,25.9,85,0,38.4,100,1012.6
2023-01-04T04:00,25.8,86,0,37.9,100,1012.4
2023-01-04T05:00,25.5,88,0,37.1,100,1011.9
2023-01-04T06:00,25.4,86,0.2,38.1,100,1010.9
2023-01-04T07:00,25.4,85,0.5,39.2,100,1010.1
2023-01-04T08:00,25.8,82,1.1,43.9,100,1009.3
2023-01-04T09:00,25.5,82,0.2,43.6,100,1009.5
2023-01-04T10:00,25.5,83,0.7,46.8,100,1009.7
2023-01-04T11:00,24.9,87,0.7,39.7,100,1010.4
2023-01-04T12:00,25,87,0.3,33.1,100,1010.7
2023-01-04T13:00,25.3,85,0.1,43.3,100,1011.5
2023-01-04T14:00,25.3,86,0.4,42.7,100,1011.8
2023-01-04T15:00,25.4,85,0.2,43.5,100,1012
2023-01-04T16:00,25.5,84,0.1,47.4,100,1011.7
2023-01-04T17:00,25.2,87,0.5,42.3,100,1011.2
2023-01-04T18:00,25.4,85,0.3,44.7,100,1010.6
2023-01-04T19:00,25.4,85,0.1,40.3,100,1010.4
2023-01-04T20:00,25.4,83,0.1,43.4,100,1009.8
2023-01-04T21:00,25.5,81,0.4,44.2,100,1009.6
2023-01-04T22:00,25.1,84,1.1,47.2,100,1009.8
2023-01-04T23:00,25.3,85,0.7,45.3,100,1010.1
2023-01-05T00:00,25.2,83,0.4,42,100,1011
2023-01-05T01:00,25.3,83,0.4,40.9,100,1011.6
2023-01-05T02:00,25.1,85,1,36.9,100,1012.5
2023-01-05T03:00,25,86,0.3,31.7,100,1012.3
2023-01-05T04:00,24.8,89,1.4,25.1,100,1012.1
2023-01-05T05:00,25.1,87,1.3,27.9,100,1010.8
2023-01-05T06:00,25.2,87,0.7,25.6,100,1009.9
2023-01-05T07:00,25.2,87,0.2,25.6,100,1008.7
2023-01-05T08:00,25.1,89,0,26.1,100,1007.9
2023-01-05T09:00,25.2,88,0,25.6,100,1007.8
2023-01-05T10:00,25.2,88,0.1,28.8,100,1008.2
2023-01-05T11:00,25.3,88,0,32.9,100,1008.5
2023-01-05T12:00,25.6,83,0.1,40.7,100,1009.3
2023-01-05T13:00,25.5,84,0,42.2,100,1010.2
2023-01-05T14:00,25.5,84,0,39.5,100,1010.5
2023-01-05T15:00,25.4,83,0.1,41.4,100,1011
2023-01-05T16:00,25,86,0.3,45,100,1010.8
2023-01-05T17:00,25,85,0.1,51.1,100,1010.5
2023-01-05T18:00,24.4,89,0.5,44.8,100,1010
2023-01-05T19:00,24.5,88,3.1,51.7,100,1008.9
2023-01-05T20:00,24.2,90,1.8,42,100,1008.4
2023-01-05T21:00,24.8,90,1.5,47.6,100,1008.3
2023-01-05T22:00,25,88,1.3,45.8,100,1008.6
2023-01-05T23:00,25.1,87,0.9,44.8,100,1009.2
2023-01-06T00:00,25.2,86,0.5,45.9,100,1009.7
2023-01-06T01:00,25.1,87,0.4,43.4,100,1010.6
2023-01-06T02:00,25.1,87,0.3,41.4,100,1011.4
2023-01-06T03:00,25.1,88,0.9,43.4,100,1011.5
2023-01-06T04:00,25.2,86,0.2,45.5,100,1011.3
2023-01-06T05:00,25.4,86,0.1,43.7,100,1010.7
2023-01-06T06:00,25.1,86,0.1,41.7,100,1009.8
2023-01-06T07:00,25.1,88,0.2,41,100,1008.7
2023-01-06T08:00,25,88,0.1,41.9,100,1008
2023-01-06T09:00,25,89,0.1,41.4,100,1007.8
2023-01-06T10:00,25.2,87,0.1,44,100,1008
2023-01-06T11:00,25.2,88,0.1,43.5,100,1008.6
2023-01-06T12:00,25.2,89,0,40.2,100,1009.2
2023-01-06T13:00,25.4,88,0,43.7,86,1009.6
2023-01-06T14:00,25.3,88,0,39.9,100,1010.4
2023-01-06T15:00,25.3,88,0,40.9,100,1011
2023-01-06T16:00,25.2,88,0,39.9,100,1010.8
2023-01-06T17:00,25.1,89,0,40.8,99,1010.4
2023-01-06T18:00,25,89,0,38.3,100,1009.5
2023-01-06T19:00,25,89,0,37.9,100,1008.4
2023-01-06T20:00,25.2,87,0,31.3,100,1007.7
2023-01-06T21:00,25.5,86,0.2,26.8,100,1007.4
2023-01-06T22:00,25.4,85,1.6,34.6,100,1008
2023-01-06T23:00,24.5,91,1.1,36.2,100,1008.4
2023-01-07T00:00,24.8,89,0.1,28.2,100,1009.5
2023-01-07T01:00,25,89,0.2,33.5,100,1009
2023-01-07T02:00,24.9,90,0,28.7,100,1009.8
2023-01-07T03:00,24.8,90,0,26.4,100,1010
2023-01-07T04:00,25.3,87,0,30.8,100,1009.9
2023-01-07T05:00,25.2,89,0,25.3,100,1009.3
2023-01-07T06:00,25,90,0,25.4,100,1008.3
2023-01-07T07:00,24.9,91,0,23.2,100,1007.3
2023-01-07T08:00,25.1,89,0,24.5,100,1007.1
2023-01-07T09:00,25,90,0,24.1,100,1007
2023-01-07T10:00,25.1,87,0,23.5,100,1007.4
2023-01-07T11:00,25.2,88,0.1,26,100,1007.9
2023-01-07T12:00,25.1,89,0,30.6,100,1009.3
2023-01-07T13:00,25.1,89,0.1,32,100,1009.8
2023-01-07T14:00,25.2,88,0,31.4,100,1010.2
2023-01-07T15:00,25.2,88,0,31.5,100,1009.7
2023-01-07T16:00,25.1,90,0.1,30.3,100,1010.5
2023-01-07T17:00,25.1,91,0.1,27.3,100,1010.7
2023-01-07T18:00,25.5,85,0.7,30.1,100,1010
2023-01-07T19:00,25,90,0.2,32.4,100,1009.2
2023-01-07T20:00,24.9,89,0.1,32.8,100,1008.7
2023-01-07T21:00,24.8,89,0.1,33.5,100,1008.5
2023-01-07T22:00,24.9,88,0,31.3,100,1008.9
2023-01-07T23:00,24.9,87,0,31.1,100,1009.5
2023-01-08T00:00,25.1,87,0,24.3,100,1009.9
2023-01-08T01:00,25.2,87,0,25.5,100,1010.8
2023-01-08T02:00,25.4,86,0,26.5,100,1011.6
2023-01-08T03:00,25.2,87,0,23.2,100,1011.8
2023-01-08T04:00,25.3,87,0,21.7,100,1011.4
2023-01-08T05:00,25.3,87,0,19.9,100,1010.8
2023-01-08T06:00,25.4,86,0,18,100,1009.9
2023-01-08T07:00,25.3,86,0,17.6,100,1009.6
2023-01-08T08:00,25.1,87,0,19.5,96,1009
2023-01-08T09:00,25.2,87,0,16.9,96,1008.8
2023-01-08T10:00,25.3,88,0,18.4,99,1008.9
2023-01-08T11:00,25.4,88,0,20.2,100,1009.7
2023-01-08T12:00,25.5,88,0,23.8,100,1010
2023-01-08T13:00,25.5,87,0.1,22.3,100,1011
2023-01-08T14:00,25.5,87,0,22.2,100,1012
2023-01-08T15:00,25.4,89,0,21.5,100,1012.1
2023-01-08T16:00,25.2,91,0,20.1,100,1012
2023-01-08T17:00,25.1,91,0,17.6,100,1012.1
2023-01-08T18:00,25,91,0.1,19.3,100,1011.7
2023-01-08T19:00,25.1,90,0,18.1,100,1011
2023-01-08T20:00,25,90,0.1,18.4,100,1010.4
2023-01-08T21:00,25,90,0.1,18.8,100,1010.1
2023-01-08T22:00,25.2,88,0,17.4,100,1010.5
2023-01-08T23:00,25.4,87,0,17.3,100,1010.8
2023-01-09T00:00,25.2,90,0,12.8,100,1011.7
2023-01-09T01:00,25.4,89,0,14.8,100,1012.5
2023-01-09T02:00,25.5,88,0,15.3,100,1013.6
2023-01-09T03:00,25.5,88,0,14.1,100,1013.6
2023-01-09T04:00,25.4,88,0,15.1,100,1012.9
2023-01-09T05:00,25.4,88,0,12.4,100,1012.1
2023-01-09T06:00,25.4,86,0.1,11.9,100,1011.5
2023-01-09T07:00,25.1,89,0,13.2,100,1010.5
2023-01-09T08:00,25.3,89,0,16.2,100,1009.7
2023-01-09T09:00,25.4,89,0,15.6,100,1009.5
2023-01-09T10:00,25.3,89,0,15,100,1009.7
2023-01-09T11:00,25.4,89,0,15,35,1010.3
2023-01-09T12:00,25.4,90,0,11.1,98,1010.5
2023-01-09T13:00,25.4,90,0,10.9,100,1011.5
2023-01-09T14:00,25.4,90,0,10.5,100,1012.7
2023-01-09T15:00,25.3,91,0,10.8,100,1012.6
2023-01-09T16:00,25.2,91,0,6.8,96,1012.4
2023-01-09T17:00,25.1,91,0,6.6,100,1012.1
2023-01-09T18:00,25,91,0,5.2,100,1011.3
2023-01-09T19:00,25,91,0,6,94,1010.8
2023-01-09T20:00,24.9,91,0,6.9,88,1010.3
2023-01-09T21:00,24.8,92,0,6.4,51,1010.4
2023-01-09T22:00,24.8,92,0,7.5,20,1010.8
2023-01-09T23:00,24.8,92,0,8.3,47,1011.1
2023-01-10T00:00,25,92,0,8.6,99,1012.3
2023-01-10T01:00,25.1,91,0,8.3,98,1012.8
2023-01-10T02:00,25.2,90,0,6.8,100,1012.9
2023-01-10T03:00,25.3,89,0,6.6,100,1012.9
2023-01-10T04:00,25.5,88,0,7.6,100,1012.4
2023-01-10T05:00,25.6,86,0,9.1,100,1011.7
2023-01-10T06:00,25.8,85,0,8.3,100,1011.2
2023-01-10T07:00,25.9,84,0,6.5,99,1010.2
2023-01-10T08:00,25.9,84,0,5.4,100,1009.2
2023-01-10T09:00,26.1,83,0,8.5,100,1009.1
2023-01-10T10:00,26.3,82,0,10.8,100,1009.3
2023-01-10T11:00,26.4,82,0,10.6,99,1009.9
2023-01-10T12:00,26.2,84,0,7.2,100,1010.3
2023-01-10T13:00,26,88,0,7.2,100,1011.4
2023-01-10T14:00,25.8,90,0,6.9,100,1012.6
2023-01-10T15:00,25.8,90,0,7.6,100,1012.7
2023-01-10T16:00,25.6,90,0,9.7,100,1012.4
2023-01-10T17:00,25.5,90,0,11.7,100,1011.8
2023-01-10T18:00,25.5,90,0,14.6,100,1011
2023-01-10T19:00,25.5,89,0,13.3,100,1010.8
2023-01-10T20:00,25.4,90,0,10.7,100,1010.6
2023-01-10T21:00,25.5,88,0.2,9.2,100,1010.5
2023-01-10T22:00,25.4,88,0,10.9,84,1010.2
2023-01-10T23:00,25.4,88,0,9.8,58,1010.7
2023-01-11T00:00,25.5,89,0,10.8,91,1011.5
2023-01-11T01:00,25.5,88,0,12.3,58,1012.1
2023-01-11T02:00,25.6,88,0,12.4,60,1012.7
2023-01-11T03:00,25.7,88,0,12.6,100,1012.6
2023-01-11T04:00,25.8,87,0,11.6,93,1012.3
2023-01-11T05:00,25.8,87,0,9.8,91,1011.7
2023-01-11T06:00,25.9,86,0,9.5,100,1010.9
2023-01-11T07:00,26,85,0,7.4,99,1010
2023-01-11T08:00,26,85,0,8.8,31,1009.4
2023-01-11T09:00,26,86,0.1,10.5,17,1009.1
2023-01-11T10:00,26.1,84,0,10.6,13,1009.2
2023-01-11T11:00,26.2,84,0,10.2,58,1009.5
2023-01-11T12:00,26,87,0,13,100,1010
2023-01-11T13:00,26,87,0,10.7,100,1010.9
2023-01-11T14:00,25.9,87,0,7,100,1011.7
2023-01-11T15:00,25.8,88,0,8.2,100,1011.9
2023-01-11T16:00,25.6,89,0,12.5,100,1011.6
2023-01-11T17:00,25.5,90,0,13.5,98,1011.1
2023-01-11T18:00,25.4,91,0,13.1,100,1010.8
2023-01-11T19:00,25.4,91,0,12.3,99,1010.5
2023-01-11T20:00,25.2,91,0,11.5,100,1010.1
2023-01-11T21:00,25.2,92,0,11.9,100,1010.3
2023-01-11T22:00,25,92,0,11.5,100,1010.4
2023-01-11T23:00,25,90,0.1,10.5,100,1010.8
2023-01-12T00:00,25.2,89,0,10,100,1011.6
2023-01-12T01:00,25.4,88,0,11.1,100,1011.9
2023-01-12T02:00,25.5,88,0,8.7,100,1012.2
2023-01-12T03:00,25.5,87,0,8.5,100,1012
2023-01-12T04:00,25.6,87,0,8.6,100,1012
2023-01-12T05:00,25.7,88,0,10.4,100,1011.4
2023-01-12T06:00,25.9,87,0,10.2,100,1010.5
2023-01-12T07:00,26.1,85,0,9.7,100,1009.4
2023-01-12T08:00,26.2,85,0,11.7,100,1008.9
2023-01-12T09:00,26.2,85,0,11.2,100,1008.8
2023-01-12T10:00,26.3,85,0,11.6,100,1008.8
2023-01-12T11:00,26.4,85,0,11.3,100,1009.4
2023-01-12T12:00,26,89,0,12.4,100,1010.1
2023-01-12T13:00,26,90,0,13.1,99,1011
2023-01-12T14:00,26,91,0,12.8,100,1011.8
2023-01-12T15:00,25.9,91,0,13.8,100,1011.7
2023-01-12T16:00,25.8,91,0,15.5,100,1011.9
2023-01-12T17:00,25.7,91,0,14,100,1011.8
2023-01-12T18:00,25.6,91,0,11.4,100,1011.5
2023-01-12T19:00,25.5,92,0,11.6,100,1011
2023-01-12T20:00,25.5,92,0,12.1,100,1010.4
2023-01-12T21:00,25.4,93,0,11.1,100,1010.2
2023-01-12T22:00,25.2,93,0,9.7,100,1010.3
2023-01-12T23:00,25.2,93,0,10.8,100,1010.7
2023-01-13T00:00,25.8,91,0,11.4,100,1011.8
2023-01-13T01:00,25.8,91,0,9.7,62,1012.2
2023-01-13T02:00,25.8,91,0,9.4,93,1012.6
2023-01-13T03:00,25.8,91,0,8.2,97,1012.7
2023-01-13T04:00,25.8,90,0,3.7,99,1012.7
2023-01-13T05:00,25.8,90,0,0.4,99,1012.2
2023-01-13T06:00,25.8,89,0,0.4,100,1011.3
2023-01-13T07:00,25.9,87,0,0.7,100,1010.1
2023-01-13T08:00,26,87,0,1.8,99,1009.5
2023-01-13T09:00,26,85,0,0.7,99,1009.1
2023-01-13T10:00,26.1,85,0,3.1,97,1009.2
2023-01-13T11:00,26.2,85,0,8,16,1009.3
2023-01-13T12:00,26.6,85,0,9.8,16,1010.1
2023-01-13T13:00,26.2,89,0,11.8,21,1010.9
2023-01-13T14:00,26.2,89,0,13.5,5,1011.8
2023-01-13T15:00,26.1,89,0,14.3,56,1012.1
2023-01-13T16:00,26,90,0,14.4,99,1012
2023-01-13T17:00,25.8,90,0,11,99,1011.5
2023-01-13T18:00,25.6,90,0,7.3,100,1010.9
2023-01-13T19:00,25.5,89,0,6.9,93,1010.1
2023-01-13T20:00,25.5,88,0,5.8,98,1009.5
2023-01-13T21:00,25.2,90,0,5.4,100,1009.2
2023-01-13T22:00,25.2,90,0,5.4,100,1009.3
2023-01-13T23:00,25.2,91,0,6.4,100,1009.6
2023-01-14T00:00,25.6,91,0,5,100,1010.4
2023-01-14T01:00,25.6,92,0,5,56,1011.3
2023-01-14T02:00,25.7,92,0,4,100,1012
2023-01-14T03:00,25.7,92,0,3.6,100,1011.8
2023-01-14T04:00,25.7,92,0,3.9,100,1011.6
2023-01-14T05:00,25.8,92,0,5.4,97,1011.1
2023-01-14T06:00,25.9,91,0,5.3,25,1010.2
2023-01-14T07:00,26,89,0,4.3,43,1009.3
2023-01-14T08:00,26.1,87,0,3.6,16,1008.5
2023-01-14T09:00,26.2,86,0,4.3,26,1008.1
2023-01-14T10:00,26.4,84,0,4.7,100,1008
2023-01-14T11:00,26.4,83,0,5.4,100,1008.1
2023-01-14T12:00,26.9,82,0,1.5,100,1008.8
2023-01-14T13:00,26.2,90,0,2.9,100,1009.3
2023-01-14T14:00,26.1,87,0,2.6,100,1009.9
2023-01-14T15:00,26.1,87,0,2.8,60,1010
2023-01-14T16:00,26,87,0,3.9,16,1009.9
2023-01-14T17:00,25.9,88,0,5.5,98,1009.7
2023-01-14T18:00,25.7,90,0,5.7,100,1009.3
2023-01-14T19:00,25.6,91,0,6.6,96,1008.9
2023-01-14T20:00,25.5,91,0,7.5,98,1008.3
2023-01-14T21:00,25.5,90,0,7.6,100,1008
2023-01-14T22:00,25.5,90,0,6.8,100,1008.2
2023-01-14T23:00,25.5,90,0,6.9,100,1008.8
2023-01-15T00:00,26,88,0,6.2,100,1009.5
2023-01-15T01:00,26.1,87,0,6.2,8,1010.2
2023-01-15T02:00,26.1,87,0,5.1,8,1010.7
2023-01-15T03:00,26.1,87,0,4.7,33,1010.9
2023-01-15T04:00,26.2,86,0,5.2,15,1010.6
2023-01-15T05:00,26.3,85,0,5.9,34,1010
2023-01-15T06:00,26.4,84,0,6.8,33,1009.2
2023-01-15T07:00,26.5,84,0,7.2,3,1008.3
2023-01-15T08:00,26.5,83,0,6.8,6,1007.8
2023-01-15T09:00,26.8,82,0,6.2,10,1007.8
2023-01-15T10:00,26.9,81,0,6,36,1008.1
2023-01-15T11:00,27,80,0,7.6,56,1008.6
2023-01-15T12:00,27.1,80,0,7,40,1008.9
2023-01-15T13:00,26.9,82,0,9,44,1009.7
2023-01-15T14:00,26.8,83,0,10.4,13,1010.5
2023-01-15T15:00,26.6,83,0,10.5,3,1010.5
2023-01-15T16:00,26.5,82,0,8.4,10,1010.4
2023-01-15T17:00,26.4,83,0,7.9,4,1010.3
2023-01-15T18:00,26.2,85,0,7.6,16,1009.5
2023-01-15T19:00,26.1,86,0,7.8,20,1009.2
2023-01-15T20:00,25.9,88,0,9.8,7,1008.7
2023-01-15T21:00,25.8,88,0,11.5,27,1008.8
2023-01-15T22:00,25.7,89,0,11.2,8,1009.3
2023-01-15T23:00,25.6,90,0,11.5,4,1010.1
2023-01-16T00:00,26.2,88,0,9,9,1010.5
2023-01-16T01:00,26.2,88,0,11.2,2,1011.6
2023-01-16T02:00,26.3,88,0,13.4,9,1012.3
2023-01-16T03:00,26.2,89,0,16.3,4,1012.1
2023-01-16T04:00,26.5,86,0,14.6,0,1012.1
2023-01-16T05:00,26.6,85,0,15.2,7,1011.7
2023-01-16T06:00,26.7,81,0,19.3,50,1010.9
2023-01-16T07:00,26.9,76,0.2,22.6,30,1009.8
2023-01-16T08:00,26.6,79,0.2,23.1,30,1009.4
2023-01-16T09:00,26.5,81,0,21.5,11,1009.4
2023-01-16T10:00,26.6,78,0,25.4,20,1009.6
2023-01-16T11:00,26.5,78,0,28.5,23,1009.9
2023-01-16T12:00,26.4,82,0,27.4,31,1010.2
2023-01-16T13:00,26.5,80,0,28.8,12,1010.7
2023-01-16T14:00,26.5,80,0,28.2,10,1011.2
2023-01-16T15:00,26.4,82,0,27,7,1011.4
2023-01-16T16:00,26.4,83,0,25.7,11,1011.3
2023-01-16T17:00,26.4,80,0.1,26.5,49,1011.4
2023-01-16T18:00,26.2,79,0.2,28.6,58,1011.1
2023-01-16T19:00,26.2,82,0.2,26,44,1010.8
2023-01-16T20:00,26.1,80,0.1,29.3,78,1010.4
2023-01-16T21:00,26,81,0,30.2,94,1010.2
2023-01-16T22:00,25.9,82,0,32.4,98,1010.5
2023-01-16T23:00,25.6,83,0.2,32.9,100,1011.1
2023-01-17T00:00,26.3,76,0.1,25,96,1012
2023-01-17T01:00,26,79,0,28.6,97,1012.9
2023-01-17T02:00,25.8,82,0,28.2,97,1013.2
2023-01-17T03:00,25.7,81,0.1,28.1,100,1013.1
2023-01-17T04:00,25.7,83,0,26,100,1012.6
2023-01-17T05:00,25.9,82,0,27.6,100,1012.2
2023-01-17T06:00,25.9,83,0,29.8,100,1011.3
2023-01-17T07:00,25.8,83,0,30.8,99,1010.5
2023-01-17T08:00,25.9,81,0.1,30.4,100,1010.3
2023-01-17T09:00,26.1,80,0.2,30.9,100,1010.3
2023-01-17T10:00,26.1,79,0,33.5,100,1010.6
2023-01-17T11:00,25.8,82,0.2,33.1,57,1011.1
2023-01-17T12:00,26.2,80,0.1,31.2,44,1011.9
2023-01-17T13:00,26.4,79,0,33.7,15,1012.7
2023-01-17T14:00,26,83,0,34.4,88,1012.9
2023-01-17T15:00,25.6,85,0,32.8,49,1013.1
2023-01-17T16:00,25.5,86,0,28.5,14,1013.4
2023-01-17T17:00,25.5,87,0,28.5,100,1013.2
2023-01-17T18:00,25.4,87,0,34.4,100,1013
2023-01-17T19:00,25.4,86,0,33.1,99,1012.3
2023-01-17T20:00,25.3,87,0,34.7,99,1011.4
2023-01-17T21:00,25.1,88,0,36.7,100,1011.1
2023-01-17T22:00,25,88,0,34.4,98,1010.9
2023-01-17T23:00,25,88,0,36.3,100,1011.6
2023-01-18T00:00,25.6,84,0,34.3,100,1012
2023-01-18T01:00,25.6,82,0,38.2,100,1012.9
2023-01-18T02:00,25.7,82,0,34.9,100,1013.6
2023-01-18T03:00,25.5,85,0,30.7,100,1013.5
2023-01-18T04:00,25.5,85,0,33,100,1013.4
2023-01-18T05:00,25.4,85,0,33.4,100,1013
2023-01-18T06:00,25.4,85,0,33.1,100,1012.4
2023-01-18T07:00,25.2,85,0,35,100,1011.3
2023-01-18T08:00,25.2,86,0,36.9,95,1010.4
2023-01-18T09:00,25.4,83,0,38.2,99,1009.9
2023-01-18T10:00,25.6,82,0,37.7,100,1010.3
2023-01-18T11:00,25.9,80,0,39.5,57,1010.7
2023-01-18T12:00,25.5,84,0,37.2,100,1011
2023-01-18T13:00,25.6,83,0,38.8,100,1011.7
2023-01-18T14:00,25.7,82,0,44.8,100,1012.1
2023-01-18T15:00,25.7,83,0,44.2,100,1012.6
2023-01-18T16:00,25.5,85,0,38.8,100,1012.6
2023-01-18T17:00,25.5,85,0,42.2,100,1012.3
2023-01-18T18:00,25.4,84,0,42.4,100,1011.6
2023-01-18T19:00,25,86,0.1,41.1,100,1011
2023-01-18T20:00,24.6,89,0.1,40.6,100,1010.4
2023-01-18T21:00,25,86,0.1,41.9,100,1009.8
2023-01-18T22:00,25,86,0.1,48,100,1010.2
2023-01-18T23:00,24.6,89,1.2,43.1,100,1010.7
2023-01-19T00:00,25.3,87,1.3,42.9,100,1011.3
2023-01-19T01:00,25.5,85,0.1,40.2,100,1012.2
2023-01-19T02:00,25.5,87,0.1,40.8,99,1012.3
2023-01-19T03:00,25.5,85,0.3,40.6,100,1012.5
2023-01-19T04:00,25.4,86,0.2,41.4,100,1012.3
2023-01-19T05:00,25.4,83,0.2,45.3,100,1011.8
2023-01-19T06:00,25,89,0.4,43.5,100,1010.9
2023-01-19T07:00,25.1,88,0.1,42.5,100,1010.1
2023-01-19T08:00,25,89,0.1,41.7,100,1009.5
2023-01-19T09:00,25,88,0.1,42.6,100,1009.3
2023-01-19T10:00,25.1,87,0.1,44.9,100,1009.5
2023-01-19T11:00,25.3,87,0.2,41.1,100,1009.8
2023-01-19T12:00,25.6,85,0,42.1,100,1010.5
2023-01-19T13:00,25.5,88,0,38.6,98,1011.2
2023-01-19T14:00,25.4,89,0,42.9,100,1011.5
2023-01-19T15:00,25.2,90,0,41.7,100,1011.8
2023-01-19T16:00,25.4,88,0,40.4,100,1011.7
2023-01-19T17:00,25.5,88,0,37.5,100,1011.4
2023-01-19T18:00,25.1,89,0,39.1,100,1011.2
2023-01-19T19:00,25.1,89,0,39.6,100,1010.7
2023-01-19T20:00,25.3,87,0,40.1,100,1010
2023-01-19T21:00,25.4,86,0,38.7,100,1009.4
2023-01-19T22:00,25.3,87,0,40.1,100,1009.4
2023-01-19T23:00,25.1,88,0,38.3,100,1009.9
2023-01-20T00:00,25.3,85,0.1,39.1,100,1011
2023-01-20T01:00,24.3,90,0.3,30.1,100,1011.9
2023-01-20T02:00,25,88,0,24.8,100,1012.5
2023-01-20T03:00,25.1,88,0,24.1,100,1012.6
2023-01-20T04:00,25.5,86,0.3,29.1,100,1012.2
2023-01-20T05:00,25.6,86,0.1,32.9,100,1011.3
2023-01-20T06:00,25.6,86,0,31.6,100,1010.4
2023-01-20T07:00,25.8,85,0.1,33.9,100,1009.4
2023-01-20T08:00,25.6,86,0,35.4,100,1008.7
